CCLE Cell Line Name,Primary Cell Line Name,Compound,Target,Doses (uM),Activity Data (median),Activity SD,Num Data,FitType,EC50 (uM),IC50 (uM),Amax,ActArea
FUOV1_OVARY,FU-OV-1,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","18.9,-.29,9.99,-8.2,-6.5,-51,-51,-68","8.03,6.54,18.1,.63,13.2,1.44,2.87,17.9",8,Sigmoid,0.41385439,1.314902544,-64.59868622,2.1301
G361_SKIN,G-361,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-6.6,-3.0,-.74,-7.6,-2.2,-19,-33,-99","16.7,19.8,6.63,2.41,18.6,5.26,9.39,.19",8,Sigmoid,8.247628175,3.611555099,-98.39830017,1.7872
G401_SOFT_TISSUE,G-401,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","1.03,7.89,-13,.27,-11,-36,-65,-86","1.43,7.47,6.50,16.9,10.2,17.2,6.23,3.69",8,Sigmoid,1.302927375,1.411224127,-85.50295258,2.2898
G402_SOFT_TISSUE,G-402,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","8.38,5.90,7.87,-3.0,-8.0,-7.3,-24,-35","8.52,10.2,17.3,15.0,20.4,8.87,12.3,10.8",8,Sigmoid,8.284599783,8,-35.66522217,0.4365
GAMG_CENTRAL_NERVOUS_SYSTEM,GAMG,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","6.94,9.67,-2.6,-1.1,-4.7,-12,-21,-30",".44,18.5,15.9,.12,18.6,3.45,5.39,14.2",8,Sigmoid,8.421096765,8,-30.53931808,0.4895
GB1_CENTRAL_NERVOUS_SYSTEM,GB-1,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-.53,-14,-20,7.34,-3.8,1.87,-23,-46",".39,42.4,27.0,4.67,17.2,8.43,5.62,1.15",8,Sigmoid,2.476015329,8,-46.16498184,0.8205
GCIY_STOMACH,GCIY,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-11,12.2,-7.2,2.66,-13,-11,-17,-43","2.71,1.22,16.4,.50,4.77,8.75,3.15,14.3",8,Sigmoid,9.64981753,8,-41.93350601,0.7879
GCT_SOFT_TISSUE,GCT,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","5.39,-.19,9.90,-.99,-2.7,-16,-34,-82","1.11,5.93,.77,2.33,8.00,5.84,5.31,4.16",8,Sigmoid,8.810560254,3.994412184,-81.44172668,1.3274
GI1_CENTRAL_NERVOUS_SYSTEM,GI-1,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.7,7.37,-3.6,8.55,-6.0,4.17,-18,-34","6.30,7.86,6.33,16.5,3.82,6.79,4.45,8.06",8,Sigmoid,2.486175776,8,-33.74977493,0.5457
GLC82_LUNG,GLC-82,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","20.9,20.1,10.3,.58,-9.7,-21,-35,-39","12.5,1.64,10.4,6.19,11.7,.54,11.1,1.22",8,Sigmoid,0.274161726,8,-40.02377701,1.0288
GMS10_CENTRAL_NERVOUS_SYSTEM,GMS-10,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.7,-4.9,-1.8,.22,-9.1,-10,-19,-33","5.31,1.01,12.6,9.63,6.71,8.66,17.6,1.59",8,Sigmoid,5.100087166,8,-32.63597488,0.5312
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,GRANTA-519,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","9.95,29.8,19.8,11.9,-14,4.16,-43,-49","17.8,45.9,6.87,4.02,24.7,3.38,9.11,9.45",8,Sigmoid,1.398884416,8,-48.62029266,1.0074
H4_CENTRAL_NERVOUS_SYSTEM,H4,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","5.05,2.05,-5.9,-4.6,4.50,-3.3,-6.5,-35",".030,2.80,7.58,2.67,17.7,1.93,2.58,6.09",8,Sigmoid,8.075872985,8,-35.20796204,0.4519
HARA_LUNG,HARA,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8",".87,11.2,-3.1,-1.3,-12,.051,-16,-31","2.07,4.25,7.00,6.43,13.8,4.93,7.84,9.32",8,Sigmoid,8.608051705,8,-29.93915749,0.4855
HCC1187_BREAST,HCC1187,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","5.40,-4.5,19.6,3.36,.18,-11,-16,-20","19.3,1.08,4.63,2.54,27.1,2.65,6.79,15.7",8,Constant,NA,8,-6.347360611,0.2086
HCC1395_BREAST,HCC1395,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","14.0,6.60,20.9,-12,6.30,-3.5,-29,-30","10.5,4.06,12.2,4.64,17.0,22.8,10.2,7.32",8,Sigmoid,0.57633698,8,-31.14931679,0.7086
HCC15_LUNG,HCC-15,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.5,-.66,2.41,-9.7,-8.2,-11,-12,-42","11.3,3.39,6.94,5.93,6.71,.40,31.4,8.60",8,Sigmoid,8.044845396,8,-42.06724548,1.1557
HCC1569_BREAST,HCC1569,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","1.78,10.5,15.6,8.03,-2.6,-5.0,-17,-28","1.82,16.5,9.71,20.4,2.22,22.4,1.34,10.3",8,Sigmoid,1.820515752,8,-26.94419289,0.4023
HCC1806_BREAST,HCC1806,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","10.4,-3.9,9.65,-19,5.52,-6.8,-2.8,-64","21.9,6.37,1.16,7.29,15.3,14.2,1.46,6.54",8,Sigmoid,8.028769914,7.206761837,-63.56811523,1.0001
HCC1954_BREAST,HCC1954,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","4.81,7.71,2.96,-2.9,4.52,-8.1,-20,-54",".95,8.09,12.2,2.58,24.0,3.26,4.91,8.77",8,Sigmoid,8.922730124,7.284452438,-53.7389679,0.8125
HCC2935_LUNG,HCC2935,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","21.1,16.1,3.30,11.4,7.47,-20,-19,-25","2.57,3.92,3.44,8.17,3.45,10.8,14.9,8.23",8,Sigmoid,0.402578533,8,-22.99098396,0.5445
HCC4006_LUNG,HCC4006,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","9.56,-5.2,8.04,-2.4,-5.2,-9.8,-15,-49",".20,22.5,28.3,2.97,13.0,7.67,21.0,2.21",8,Sigmoid,8.670381391,8,-47.31240845,0.8118
HCC44_LUNG,HCC-44,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","2.30,-5.7,3.55,-1.6,-5.6,-17,-22,-58",".36,8.08,2.14,13.7,2.39,9.96,9.18,21.1",8,Sigmoid,8.560937849,6.621147633,-56.50365448,0.9276
HCC56_LARGE_INTESTINE,HCC-56,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-19,1.15,-5.1,-4.7,-.43,-3.6,-18,-39","1.77,5.25,32.1,5.69,3.28,.27,5.83,15.4",8,Sigmoid,2.703020334,8,-38.08393478,0.6342
HCC70_BREAST,HCC70,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","11.1,13.0,3.91,-5.7,-.85,1.28,-14,-55","10.3,10.4,14.9,16.1,4.35,12.6,11.3,19.4",8,Linear,NA,8,-41.52391434,0.6154
HCC78_LUNG,HCC-78,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.6,3.73,-4.7,-.18,-1.5,3.39,-20,-21","1.79,7.98,15.2,4.41,.32,.34,12.2,13.5",8,Sigmoid,1.725404382,8,-21.48140717,0.3367
HCC827_LUNG,HCC827,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","1.79,18.1,15.0,-6.5,-5.5,15.8,6.28,-54","7.18,63.5,6.17,7.98,17.3,23.8,21.8,26.0",8,Linear,NA,4.255412994,-54.37147522,0.8091
HCT116_LARGE_INTESTINE,HCT 116,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-5.2,10.8,-1.6,5.14,1.73,-.20,-15,-45","11.7,25.0,4.11,27.4,.34,20.9,.042,24.0",8,Sigmoid,3.317116261,8,-44.92204666,0.5664
HCT15_LARGE_INTESTINE,HCT-15,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","10.5,3.41,-1.9,-9.2,-.96,-17,-20,-92",".57,9.33,2.25,1.21,.35,6.14,7.76,.95",8,Sigmoid,8.645836873,4.63055563,-91.11077881,1.1814
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HD-MY-Z,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-8.8,-2.5,-5.1,-2.7,-13,-13,-35,-86","2.74,2.01,7.64,3.43,1.93,7.75,12.7,2.04",8,Sigmoid,8.506471239,4.04467392,-86.34435272,1.389
HDQP1_BREAST,HDQ-P1,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-12,8.40,6.25,-6.0,-17,-11,-6.5,-70","40.5,14.1,13.1,19.2,19.3,2.42,8.72,.36",8,Sigmoid,8.550541503,7.002896786,-70.03394318,1.0021
HEC151_ENDOMETRIUM,HEC-151,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","4.95,31.7,.96,13.3,-2.9,-.054,15.2,-12","29.7,6.61,9.86,9.89,2.23,13.1,7.38,12.3",8,Constant,NA,8,7.10084486,0.2402
HEC1A_ENDOMETRIUM,HEC-1-A,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-.78,15.6,4.88,9.82,3.54,-28,-10,-39","7.36,22.1,10.1,33.0,6.99,17.9,3.14,15.4",8,Sigmoid,0.395035923,8,-24.45273972,0.8549
HEC1B_ENDOMETRIUM,HEC-1-B,AEW541,IGF1R,".0080,.025,.080,.25,.80,2.53,8","-8.0,-3.6,-14,-8.6,-9.7,-8.0,-67","18.3,11.4,5.91,1.07,21.8,14.6,25.3",7,Sigmoid,8.072138702,7.18392086,-66.74105835,1.3248
HEC251_ENDOMETRIUM,HEC-251,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.9,5.53,-3.1,1.84,-30,-1.4,-33,-6.2","10.2,8.91,3.69,5.69,7.34,14.8,12.8,5.97",8,Constant,NA,8,-3.872638464,0.8731
HEC265_ENDOMETRIUM,HEC-265,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","5.83,11.6,3.47,5.44,-8.1,-2.7,-10,-7.7",".23,12.9,2.16,8.92,9.23,1.10,15.4,10.4",8,Constant,NA,8,-0.319133431,0.1955
HEC59_ENDOMETRIUM,HEC-59,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-10,-.67,7.72,3.19,-4.9,3.33,-5.0,-25","7.30,4.97,.75,4.27,6.22,1.70,3.85,1.67",8,Sigmoid,3.453911781,8,-25.29727745,0.1996
HEC6_ENDOMETRIUM,HEC-6,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","26.4,38.8,51.6,44.4,9.43,-34,10.8,-21","33.1,62.2,2.92,45.1,1.50,9.99,23.4,6.40",8,Constant,NA,8,9.430739403,0.8225
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL 92.1.7,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8",".59,9.40,-3.8,-3.0,-6.1,-2.0,-17,-13","12.7,8.38,12.6,9.53,12.4,8.46,9.53,6.48",8,Constant,NA,8,-7.747108936,0.7872
HEP3B217_LIVER,Hep 3B2.1-7,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-16,24.3,-13,16.3,7.30,-2.3,-52,-67","9.92,20.7,25.3,8.21,40.4,10.3,.34,5.77",8,Sigmoid,1.634837031,2.40823555,-67.43603516,1.5664
HEPG2_LIVER,Hep G2,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8",".73,-4.5,-3.7,.36,-16,-34,-40,-82","18.8,5.36,19.9,3.56,2.47,18.1,5.97,1.34",8,Sigmoid,8.899463028,2.963089466,-80.66407013,1.529
HEYA8_OVARY,Hey-A8,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","3.56,1.14,6.19,-6.7,-7.0,-11,-15,-41","8.47,.55,.64,7.22,6.15,3.18,4.69,3.65",8,Sigmoid,8.767516153,8,-39.04428864,0.5856
HGC27_STOMACH,HGC-27,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","2.18,-.79,-.97,-4.4,-6.4,-8.8,-15,-90",".89,5.19,.49,5.04,3.55,5.80,.16,3.56",8,Sigmoid,8.822166677,5.460076809,-89.81310272,1.0097
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HH,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-11,24.2,-7.7,9.28,-22,-.11,3.92,-2.8","22.9,1.76,15.4,12.9,9.85,29.1,.23,3.45",8,Constant,NA,8,1.647866845,0.975
HLE_LIVER,HLE,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","3.16,-2.7,.83,-5.5,-6.5,-13,-23,-12","6.00,3.74,3.27,3.06,1.89,6.76,4.66,1.19",8,Constant,NA,8,-6.382400513,0.454
HLF_LIVER,HLF,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","15.3,.31,4.62,-.70,5.00,-5.1,2.94,-63","1.71,2.01,8.00,4.84,9.22,4.36,10.0,1.35",8,Sigmoid,8.147836174,7.483052254,-63.28302002,0.8423
HMC18_BREAST,HMC-1-8,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.5,1.27,-2.9,1.56,-10,-16,-39,-75","4.21,.41,.020,.12,4.00,2.10,3.48,3.57",8,Sigmoid,8.089087838,3.805550575,-75.28327942,1.0301
HMCB_SKIN,HMCB,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","10.1,.0088,1.33,1.40,-2.3,-14,-13,-89","7.23,7.11,3.29,10.7,5.39,8.87,4.66,2.24",8,Sigmoid,8.466348922,5.239208221,-88.49461365,1.1052
HOS_BONE,HOS,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-.73,-.52,3.69,11.7,4.47,-1.6,-12,-44","4.09,12.0,6.53,5.31,25.9,22.2,15.4,12.1",8,Sigmoid,5.65893507,8,-43.59928894,0.5479
HPAC_PANCREAS,HPAC,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-5.2,4.06,.12,2.06,-9.9,-25,-38,-93","13.2,10.5,6.46,23.6,16.4,2.50,33.1,7.72",8,Sigmoid,8.955852098,3.257027626,-91.71775055,1.5511
HPAFII_PANCREAS,HPAF-II,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","52.3,-6.4,6.32,38.1,-8.2,2.07,-56,-76","31.7,8.19,12.6,11.2,11.1,37.9,19.5,13.9",8,Linear,NA,1.415435689,-78.14315033,1.3463
HS229T_LUNG,Hs 229.T,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.4,-1.4,5.51,-.65,-5.7,-5.0,-13,-14","8.58,1.31,3.41,.94,.20,11.8,22.1,2.76",8,Constant,NA,8,-1.775989056,0.1625
HS294T_SKIN,Hs 294T,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.8,8.71,-8.5,6.20,-6.6,1.20,-20,-68",".96,3.69,8.93,4.86,.49,2.24,4.31,7.11",8,Sigmoid,3.008372068,3.668646574,-68.12156677,0.969
HS578T_BREAST,Hs 578T,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","1.51,3.74,-3.6,-4.5,-2.0,-8.8,-3.7,-23","2.64,2.93,6.37,.60,.53,9.66,2.68,4.50",8,Sigmoid,8.447404923,8,-22.71940041,0.2538
HS683_CENTRAL_NERVOUS_SYSTEM,Hs 683,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","7.95,9.72,-2.5,-3.2,-.26,-5.5,-8.5,-63","9.23,6.09,11.1,6.90,8.16,3.08,3.64,12.4",8,Sigmoid,8.129931494,6.85484457,-58.0006752,0.7117
HS695T_SKIN,Hs 695T,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-6.4,5.95,.28,-6.4,-9.7,-18,-18,-65","6.14,9.97,13.6,8.75,7.36,5.23,7.93,.92",8,Sigmoid,8.747292265,6.037502289,-63.44981384,0.9336
HS729_SOFT_TISSUE,Hs 729,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","10.9,-12,-2.2,.51,-12,-27,-29,-67","5.29,.12,1.83,17.7,16.5,5.55,24.1,27.4",8,Sigmoid,9.126202091,4.69119978,-65.25004578,1.4926
HS739T_BREAST,Hs 739.T,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","19.3,3.26,42.2,13.9,11.4,-24,-2.4,-59","6.04,9.31,13.8,10.5,6.96,9.97,9.85,3.78",8,Sigmoid,9.354552473,7.017650604,-55.20661163,0.6611
HS746T_STOMACH,Hs 746T,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","8.90,-2.0,9.67,6.25,-.35,-5.1,-19,-59","1.71,7.42,20.5,2.95,10.5,2.68,4.35,5.11",8,Sigmoid,8.86434587,6.633160591,-58.87739182,0.845
HS766T_PANCREAS,Hs 766T,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","49.2,22.1,10.9,8.95,13.2,6.30,2.33,-34","2.36,3.03,10.1,3.07,18.2,14.7,28.8,9.96",8,Sigmoid,8.217544941,8,-22.00501633,0.3245
HS840T_UPPER_AERODIGESTIVE_TRACT,Hs 840.T,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","5.81,13.8,16.6,-3.3,.21,-15,-2.1,-52","1.22,6.01,7.02,2.72,11.4,6.72,16.5,22.2",8,Sigmoid,8.875216243,8,-49.92018127,0.5775
HS852T_SKIN,Hs 852.T,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8",".35,-.16,10.5,1.17,-1.3,-45,-49,-74","1.32,16.7,3.25,9.65,6.84,5.97,15.5,6.43",8,Sigmoid,0.630439401,0.932404697,-70.32453156,1.595
HS895T_SKIN,Hs 895.T,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","2.29,3.50,22.5,.71,-11,-2.2,-.56,-60","2.69,19.7,7.48,4.69,8.84,10.2,41.9,14.4",8,Linear,NA,2.193813385,-59.80397415,0.6128
HS936T_SKIN,Hs 936.T,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","1.06,6.46,.35,1.13,-4.1,-.88,-7.5,-26","2.56,6.86,11.7,4.93,10.1,1.41,2.92,10.5",8,Sigmoid,8.495500102,8,-26.14842606,0.2207
HS939T_SKIN,Hs 939.T,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","7.86,16.5,20.8,2.05,7.76,-.59,.46,-7.1","14.9,3.52,8.88,.61,3.24,1.95,4.93,12.2",8,Constant,NA,8,3.101421356,0.07816
HS944T_SKIN,Hs 944.T,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8",".28,1.90,-1.1,-8.2,-6.1,-17,-28,-48","8.31,4.68,.63,6.64,1.02,10.1,9.67,7.62",8,Sigmoid,8.689236463,8,-47.70608521,0.919
HSC2_UPPER_AERODIGESTIVE_TRACT,HSC-2,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","2.19,-.75,2.73,-.67,-4.5,-3.4,-1.7,-9.6","8.86,1.04,2.71,.66,1.04,8.16,4.79,8.11",8,Constant,NA,8,-1.279819012,0.1172
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HT,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","23.6,11.8,-6.0,13.6,-.45,-16,-8.5,-15",".61,9.94,7.58,28.3,23.8,25.2,35.7,11.6",8,Constant,NA,8,-0.080623135,0.472
HT1080_SOFT_TISSUE,HT-1080,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","2.26,5.02,-2.7,.35,-4.6,-9.3,-18,-56","3.48,2.53,6.46,.83,6.25,5.47,1.67,17.9",8,Sigmoid,8.633543787,7.100716114,-55.14683151,0.6785
HT1197_URINARY_TRACT,HT-1197,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-7.3,15.5,-9.9,-.60,-18,-25,-38,-81","6.64,10.1,12.2,17.5,15.0,3.74,.46,2.93",8,Sigmoid,8.531428301,3.332540035,-78.97761536,1.5118
HT1376_URINARY_TRACT,HT-1376,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","5.57,3.21,12.7,-6.7,22.3,-9.6,-38,-50","9.42,16.5,40.9,8.99,.38,6.71,10.6,6.68",8,Sigmoid,1.417314887,8,-49.26171494,0.9099
HT144_SKIN,HT-144,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","7.30,3.75,-9.7,4.27,-1.5,-3.6,-28,-62","5.96,10.4,.36,18.5,.12,10.7,7.84,7.09",8,Sigmoid,3.215185642,4.869328499,-61.95213318,0.8903
HT29_LARGE_INTESTINE,HT-29,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","6.46,8.85,3.53,1.75,-8.4,-41,-64,-95","1.22,14.3,.14,3.12,.46,1.68,2.01,.48",8,Sigmoid,1.592987418,1.376474261,-93.88246155,1.8932
HUCCT1_BILIARY_TRACT,HuCCT1,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.8,2.32,-.17,-3.2,-9.0,-10,-13,-26","8.46,4.16,3.94,3.98,9.33,.76,.17,6.43",8,Sigmoid,8.685516998,8,-25.34911346,0.3628
HUH1_LIVER,huH-1,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","15.0,-2.3,8.57,-6.1,6.07,-46,-51,-83","35.1,16.5,6.62,6.54,16.0,5.39,10.6,6.40",8,Sigmoid,1.376995087,1.66758883,-80.16820526,1.4368
HUPT3_PANCREAS,HUP-T3,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8",".60,7.47,30.6,-8.2,-6.8,-3.7,-.81,-48","19.1,7.63,8.37,10.8,4.05,10.8,14.8,13.7",8,Sigmoid,8.952483802,8,-47.77475739,0.5173
HUPT4_PANCREAS,HUP-T4,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","41.2,-23,4.43,-19,-7.3,-55,-4.5,-78","22.9,7.69,44.6,17.3,10.7,8.64,7.10,7.16",8,Linear,NA,1.387827429,-74.7251358,2.0752
HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HuT 78,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","37.1,-5.5,-3.5,6.64,5.62,2.56,-37,-69","13.4,23.2,40.0,1.59,5.12,23.2,38.3,42.0",8,Linear,NA,1.822629352,-69.55596924,1.68
IALM_LUNG,IA-LM,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-21,17.2,.95,25.8,-29,16.0,-14,-37","9.02,4.55,28.1,30.0,2.44,5.42,2.05,9.91",8,Constant,NA,8,-13.62500668,1.0362
IGR37_SKIN,IGR-37,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-9.0,-.030,2.12,9.14,-24,1.21,-27,-91","7.31,28.9,4.97,40.6,3.84,29.4,.44,4.74",8,Linear,NA,0.13937079,-92.08166504,1.4834
IGR39_SKIN,IGR-39,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.9,-5.3,.38,-2.1,-1.8,-4.9,-12,-49","3.63,8.16,3.67,11.7,12.4,8.10,.90,6.85",8,Sigmoid,6.375509262,8,-49.25147247,0.7806
IGROV1_OVARY,IGROV1,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","1.16,-3.0,.50,-.92,-4.9,-8.5,-12,-19","1.26,4.14,2.92,6.37,1.42,3.03,5.45,12.2",8,Constant,NA,8,-5.446733952,0.3161
IM95_STOMACH,IM95,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","61.9,-4.8,72.1,-46,38.8,-41,2.78,-57","6.78,7.30,16.5,14.0,70.1,17.7,27.3,16.2",8,Constant,NA,8,-8.810824394,1.8968
IMR32_AUTONOMIC_GANGLIA,IMR-32,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.1,-1.2,16.4,-11,3.60,-17,-47,-88","13.2,10.0,33.5,9.34,4.62,3.75,7.19,7.16",8,Sigmoid,3.01675272,2.705385923,-87.79449463,1.434
IPC298_SKIN,IPC-298,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.3,8.27,.40,.30,-2.8,-12,-21,-82","3.55,3.83,2.27,.014,4.47,.40,.27,16.5",8,Sigmoid,8.599734003,4.911699772,-81.51629639,0.9805
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,Ishikawa (Heraklio) 02 ER-,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","20.0,3.94,17.8,-3.5,13.8,2.19,-20,-42","9.34,11.1,25.0,11.0,3.23,.93,5.97,6.88",8,Sigmoid,2.348448277,8,-41.75918579,0.6813
ISTMES1_PLEURA,IST-MES1,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","10.4,21.5,2.96,-8.7,-7.5,-21,-12,-53","26.8,24.7,17.6,15.1,29.9,15.8,26.0,3.81",8,Linear,NA,6.513892495,-51.58858871,1.0009
ISTMES2_PLEURA,IST-MES2,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-5.0,5.71,-5.2,3.73,-6.6,-15,-19,-22","21.1,10.6,3.75,.65,5.68,5.16,13.3,1.72",8,Sigmoid,0.373697668,8,-21.22911072,0.8105
J82_URINARY_TRACT,J82,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","3.02,1.97,-12,3.07,1.23,6.62,-16,-33","1.10,5.40,5.25,9.04,9.20,27.5,6.82,6.68",8,Sigmoid,2.617492437,8,-33.36338806,0.5417
JHH2_LIVER,JHH-2,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","7.61,11.7,1.86,-2.8,-.45,-12,-23,-44","1.53,7.07,2.19,1.43,3.58,10.5,11.8,7.47",8,Sigmoid,8.953401009,8,-43.43733215,0.6633
JHH4_LIVER,JHH-4,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","11.1,10.5,4.13,-5.9,.88,2.51,-6.0,-56","3.26,5.97,9.92,23.6,6.07,4.45,2.07,.18",8,Sigmoid,8.597960697,7.419638634,-56.10561371,0.6781
JHH5_LIVER,JHH-5,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","-11,-3.3,-16,-7.8,-4.0,-16,-35,-102","22.3,10.2,.12,15.6,8.15,25.5,1.90,1.51",8,Sigmoid,5.97197485,3.495026588,-101.5540695,1.2766
JHH6_LIVER,JHH-6,AEW541,IGF1R,".0025,.0080,.025,.080,.25,.80,2.53,8","9.61,2.35,8.84,-10,-4.7,-3.3,-.89,-9.1","12.6,4.58,4.91,21.5,9.22,3.80,21.9,4.50",8,Constant,NA,8,0.267746478,0.05775
