CCLE name	Cell line primary name	Cell line aliases	Gender	Site Primary	Histology	Hist Subtype1	Notes	Source	Expression arrays	SNP arrays	Oncomap	Hybrid Capture Sequencing
CH157MN_CENTRAL_NERVOUS_SYSTEM	CH-157MN			central_nervous_system	meningioma	NS		Academic Lab / Achilles	RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_D11_767886			
CHAGOK1_LUNG	ChaGo-K-1		M	lung	carcinoma	NS		ECACC	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_C06_569486	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_F04_542948	yes	yes
CHL1_SKIN	CHL-1			skin	malignant_melanoma	NS	Identical lines: COLO-699, CHL-1 and HMCB share high SNP identity and are likely to be melanoma	ATCC	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_D08_240936	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F11_246750	yes	yes
CHP126_AUTONOMIC_GANGLIA	CHP-126		F	autonomic_ganglia	neuroblastoma	NS		DSMZ	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_F01_523554	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_H04_490342	yes	
CHP212_AUTONOMIC_GANGLIA	CHP-212			autonomic_ganglia	neuroblastoma	NS		ATCC	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_G10_296152	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D02_335262	yes	yes
CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CI-1		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	B_cell_lymphoma_unspecified		DSMZ	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_E12_454674	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C05_464570	yes	yes
CJM_SKIN	CJM			skin	malignant_melanoma	NS		RIKEN	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_C11_698758	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E06_592754	yes	yes
CL11_LARGE_INTESTINE	CL-11			large_intestine	carcinoma	adenocarcinoma		DSMZ	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_G07_474626	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_D07_490364	yes	yes
CL14_LARGE_INTESTINE	CL-14		M	large_intestine	carcinoma	NS		DSMZ	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_C10_523636	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G09_698640	yes	yes
CL34_LARGE_INTESTINE	CL-34		F	large_intestine	carcinoma	adenocarcinoma		DSMZ	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_G11_474742	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_H03_490396	yes	yes
CL40_LARGE_INTESTINE	CL-40		F	large_intestine	carcinoma	NS		DSMZ	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_D07_523580	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G12_698668	yes	yes
CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CMK-11-5			haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	Identical lines: CMK, CMK-86 and CMK-11-5 share high SNP identity	HSRRB	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_F02_419768	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_F11_410972	yes	yes
CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CMK-86			haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	Identical lines: CMK, CMK-86 and CMK-11-5 share high SNP identity	HSRRB	GAZER_p_NCLE_Expr_P13_HG-U133_Plus_2_C03_779718	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E12_437392	yes	
CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CMK			haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	Identical lines: CMK, CMK-86 and CMK-11-5 share high SNP identity	DSMZ	GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_F12_587556	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_G08_592650	yes	yes
CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CML-T1		F	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia		DSMZ	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_F05_523482	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_D12_578440	yes	yes
COLO201_LARGE_INTESTINE	COLO 201		M	large_intestine	carcinoma	adenocarcinoma	Identical lines: COLO 201, COLO 205, and COLO 206 were established from the same patient.	ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_B03_383776		yes	yes
COLO205_LARGE_INTESTINE	COLO 205		M	large_intestine	carcinoma	adenocarcinoma	Identical lines: COLO 201, COLO 205, and COLO 206 were established from the same patient.	ATCC	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_B04_436594	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B10_437314	yes	yes
COLO320_LARGE_INTESTINE	COLO-320	COLO-320-HSR	F	large_intestine	carcinoma	adenocarcinoma		DSMZ	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_C03_474728	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_B01_490394	yes	yes
COLO668_LUNG	COLO 668		F	lung	carcinoma	small_cell_carcinoma		ECACC	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_C07_698840	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_B02_542866	yes	yes
COLO677_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	COLO-677		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	Identical lines: RPMI 8226, COLO 775 and COLO-677 share high SNP identity and are likely to be RPMI 8226	DSMZ	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_D11_474688			
COLO678_LARGE_INTESTINE	COLO-678		M	large_intestine	carcinoma	adenocarcinoma		DSMZ	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_F03_523616	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G08_490452	yes	
COLO679_SKIN	COLO-679		F	skin	malignant_melanoma	NS		DSMZ	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_H06_241028	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F06_256132	yes	yes
COLO680N_OESOPHAGUS	COLO-680N		F	oesophagus	carcinoma	squamous_cell_carcinoma		DSMZ	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_F02_523546	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_E05_490472	yes	yes
COLO684_ENDOMETRIUM	COLO 684		F	endometrium	carcinoma	adenocarcinoma	Identical lines: COLO-704 and COLO 684 are identical lines. The definitive tissue of origin cannot be ascertained	ECACC	GAZER_p_NCLE_Expr_P13_HG-U133_Plus_2_B11_779720	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_A10_578332	yes	yes
COLO704_OVARY	COLO-704		F	ovary	carcinoma	NS	Identical lines: COLO-704 and COLO 684 are identical lines. The definitive tissue of origin cannot be ascertained	DSMZ	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_B07_240886	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_B10_246652	yes	yes
COLO741_SKIN	COLO 741		F	skin	malignant_melanoma	NS		ECACC	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_B12_296036	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_B03_293308	yes	yes
COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	COLO 775		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	chronic_myeloid_leukaemia	Identical lines: RPMI 8226, COLO 775 and COLO-677 share high SNP identity and are likely to be RPMI 8226	ECACC	GAZER_p_NCLE_Expr_P13_HG-U133_Plus_2_B10_779768	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_E06_578362	yes	yes
COLO783_SKIN	COLO-783		F	skin	malignant_melanoma	NS		DSMZ	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_A10_569576	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_D08_293366	yes	yes
COLO792_SKIN	COLO 792		M	skin	malignant_melanoma	NS		ECACC	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_B07_569472	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_B12_578288	yes	yes
COLO800_SKIN	COLO-800			skin	malignant_melanoma	NS	Identical lines: COLO-818 and COLO-800 share high SNP identity and are likely to be COLO-800	DSMZ	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_D06_241124	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D10_256092	yes	
COLO818_SKIN	COLO-818			skin	malignant_melanoma	NS	Identical lines: COLO-818 and COLO-800 share high SNP identity and are likely to be COLO-800	DSMZ	GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_G08_587586	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_D03_293356	yes	yes
COLO829_SKIN	COLO 829		M	skin	malignant_melanoma	NS	Identical lines: COLO 829 and COLO-849 share high SNP identity	ATCC	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_B05_240882	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D05_246690	yes	yes
COLO849_SKIN	COLO-849		M	skin	malignant_melanoma	NS	Identical lines: COLO 829 and COLO-849 share high SNP identity	DSMZ	PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_D04_257676	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_E11_256118	yes	
CORL105_LUNG	COR-L105		M	lung	carcinoma	adenocarcinoma		ECACC	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_C04_698816	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C04_698598	yes	
CORL23_LUNG	COR-L23		M	lung	carcinoma	large_cell_carcinoma		ECACC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_A01_383726	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A06_335198	yes	yes
CORL24_LUNG	COR-L24		M	lung	carcinoma	small_cell_carcinoma		ECACC	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_E06_569536	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_A04_578330	yes	yes
CORL279_LUNG	COR-L279		M	lung	carcinoma	small_cell_carcinoma		ECACC	GAZER_p_NCLE_Expr_P13_HG-U133_Plus_2_B07_779750	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_E10_542926	yes	yes
CORL311_LUNG	COR-L311		M	lung	carcinoma	small_cell_carcinoma		ECACC	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_C12_569462	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_A05_578382	yes	
CORL47_LUNG	COR-L47		M	lung	carcinoma	small_cell_carcinoma		ECACC	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_C08_569538	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_H07_578444	yes	yes
CORL51_LUNG	COR-L51		M	lung	carcinoma	small_cell_carcinoma		ECACC	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_F03_569426	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_E01_578336	yes	yes
CORL88_LUNG	COR-L88		M	lung	carcinoma	small_cell_carcinoma		ECACC	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_E11_569432	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_E03_578338	yes	yes
CORL95_LUNG	COR-L95		M	lung	carcinoma	small_cell_carcinoma		ECACC	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_E12_569470	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_D09_578416	yes	yes
COV318_OVARY	COV318		F	ovary	carcinoma	NS		ECACC	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_D10_436572	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E12_410982	yes	yes
COV362_OVARY	COV362		F	ovary	carcinoma	NS		ECACC	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_B06_569438	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_G08_542792	yes	yes
COV434_OVARY	COV434		F	ovary	sex_cord-stromal_tumour	granulosa_cell_tumour		ECACC	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_B08_569552	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_E02_578280	yes	yes
COV504_OVARY	COV504		F	ovary	carcinoma	NS		ECACC	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_G08_419826	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E07_410998	yes	yes
COV644_OVARY	COV644		F	ovary	carcinoma	NS		ECACC	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_E08_569464	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_H10_578276	yes	yes
CPCN_LUNG	CPC-N			lung	carcinoma	small_cell_carcinoma		DSMZ	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_A01_454758	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D01_246682	yes	yes
CW2_LARGE_INTESTINE	CW-2			large_intestine	carcinoma	NS		RIKEN	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_E01_698830	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B03_592764	yes	yes
D283MED_CENTRAL_NERVOUS_SYSTEM	D283 Med		M	central_nervous_system	primitive_neuroectodermal_tumour-medulloblastoma	NS		ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_E10_383698	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_B04_410886	yes	
D341MED_CENTRAL_NERVOUS_SYSTEM	D341 Med		M	central_nervous_system	primitive_neuroectodermal_tumour-medulloblastoma	NS		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_B01_454588	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_A01_464622	yes	yes
DANG_PANCREAS	DAN-G			pancreas	carcinoma	NS		DSMZ	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_H04_241216	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A04_335194	yes	yes
DAOY_CENTRAL_NERVOUS_SYSTEM	Daoy		M	central_nervous_system	primitive_neuroectodermal_tumour-medulloblastoma	NS		ATCC	GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_E09_587618	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C12_335258	yes	yes
DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Daudi		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma		ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_G11_383602	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_D03_411032	yes	yes
DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DB		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma		ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_C11_383604	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G02_335334	yes	yes
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	DBTRG-05MG		F	central_nervous_system	glioma	astrocytoma_Grade_IV		ATCC	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_F10_240988	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A06_256012	yes	yes
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DEL		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	NS		DSMZ	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_C01_474756	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_C07_490506	yes	yes
DETROIT562_UPPER_AERODIGESTIVE_TRACT	Detroit 562		F	upper_aerodigestive_tract	carcinoma	NS		ATCC	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_E06_302136	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_G02_293426	yes	yes
DFCI024_LUNG	DFCI024			lung	carcinoma	adenocarcinoma		Academic Lab / Achilles	RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_C12_767852			
DKMG_CENTRAL_NERVOUS_SYSTEM	DK-MG		F	central_nervous_system	glioma	astrocytoma_Grade_IV		DSMZ	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_H11_569412	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_B11_335232	yes	yes
DLD1_LARGE_INTESTINE	DLD-1		M	large_intestine	carcinoma	adenocarcinoma	Identical lines: HRT18, HCT15 and DLD1 share high SNP identity	ATCC	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_G01_296134	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D11_246702	yes	
DM3_PLEURA	DM-3		M	pleura	mesothelioma	NS		DSMZ	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_C06_523488	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_B11_780304	yes	yes
DMS114_LUNG	DMS 114		M	lung	carcinoma	small_cell_carcinoma		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_H05_454714	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_D04_437284	yes	yes
DMS153_LUNG	DMS 153		M	lung	carcinoma	small_cell_carcinoma		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_A11_454762	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_E05_464700	yes	yes
DMS273_LUNG	DMS 273		F	lung	carcinoma	small_cell_carcinoma		ECACC	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_C10_569430	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_D07_542826	yes	yes
DMS454_LUNG	DMS 454		M	lung	carcinoma	small_cell_carcinoma		ECACC	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_C07_569558	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_B11_542808	yes	yes
DMS53_LUNG	DMS 53		M	lung	carcinoma	small_cell_carcinoma		ATCC	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_A01_436578	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C06_464568	yes	yes
DMS79_LUNG	DMS 79			lung	carcinoma	small_cell_carcinoma		ATCC	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_H10_296176	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D08_246696	yes	yes
DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DND-41		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia		DSMZ	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_C04_523598	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G04_698650	yes	yes
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DOHH-2		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma		DSMZ	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_F09_523480	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_A12_578328	yes	yes
DU145_PROSTATE	DU 145		M	prostate	carcinoma	NS		ATCC	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_G07_241006	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F03_246734	yes	yes
DU4475_BREAST	DU4475		F	breast	carcinoma	ductal_carcinoma		ATCC	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_F10_436454	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C01_411060	yes	yes
DV90_LUNG	DV-90		M	lung	carcinoma	adenocarcinoma		DSMZ	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_C03_454616	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C07_464566	yes	yes
EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EB1		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma	Identical lines: EB1 and EB2 share high SNP identity	ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_G08_383598	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_F06_410978	yes	
EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EB2		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma	Identical lines: EB1 and EB2 share high SNP identity	ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_G01_383626	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C06_411046	yes	yes
EBC1_LUNG	EBC-1		M	lung	carcinoma	squamous_cell_carcinoma		RIKEN	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_G12_436484	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A07_437582	yes	yes
ECC10_STOMACH	ECC10			stomach	carcinoma	small_cell_adenocarcinoma		RIKEN	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_D08_698918	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B12_592788	yes	yes
ECC12_STOMACH	ECC12			stomach	carcinoma	small_cell_adenocarcinoma		RIKEN	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_G10_698876	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E04_592716	yes	yes
ECGI10_OESOPHAGUS	EC-GI-10			oesophagus	carcinoma	NS		RIKEN	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_D12_698846	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F12_592786	yes	yes
EFE184_ENDOMETRIUM	EFE-184		F	endometrium	carcinoma	NS		DSMZ	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_H11_241230	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_D10_293370	yes	yes
EFM192A_BREAST	EFM-192A		F	breast	carcinoma	NS		DSMZ	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_B11_240894	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_H09_246794	yes	yes
EFM19_BREAST	EFM-19		F	breast	carcinoma	ductal_carcinoma		DSMZ	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_A05_295998	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_E11_246726	yes	yes
EFO21_OVARY	EFO-21		F	ovary	carcinoma	serous_carcinoma		DSMZ	PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_A12_257620	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F04_246736	yes	yes
EFO27_OVARY	EFO-27		F	ovary	carcinoma	mucinous_carcinoma		DSMZ	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_C01_240898	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_G05_246762	yes	yes
EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EHEB		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma		DSMZ	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_F06_523632	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F11_490410	yes	yes
EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EJM		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma		DSMZ	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_H06_474692	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_B02_490372	yes	yes
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EM-2		F	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia		DSMZ	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_D10_474678	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_B05_490454	yes	yes
EN_ENDOMETRIUM	EN		F	endometrium	carcinoma	NS		DSMZ	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_B09_296030	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A09_293296	yes	yes
EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EOL-1		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia		DSMZ	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_F10_523454	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_D11_578356	yes	yes
EPLC272H_LUNG	EPLC-272H		M	lung	carcinoma	squamous_cell_carcinoma		DSMZ	CASED_p_NCLE_RNA4_HG-U133_Plus_2_H05_383766	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_H04_293454	yes	yes
ES2_OVARY	ES-2		F	ovary	carcinoma	clear_cell_carcinoma		ATCC	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_G02_296136	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_B12_335234	yes	yes
ESS1_ENDOMETRIUM	ESS-1		F	endometrium	carcinoma	carcinosarcoma-malignant_mesodermal_mixed_tumour		DSMZ	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_C07_296050	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_B11_293324	yes	yes
EVSAT_BREAST	EVSA-T		F	breast	carcinoma	NS		DSMZ	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_D05_240930	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C08_256064	yes	yes
EW8_BONE	EW8			bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS		Academic Lab / Achilles	RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_D08_767918	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G09_780282		
EWS502_BONE	EWS502			bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS		Academic Lab / Achilles	RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_A10_767880	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_F01_780336		
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	F-36P		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia		DSMZ	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_H05_474752	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_D03_542924	yes	yes
F5_CENTRAL_NERVOUS_SYSTEM	F5			central_nervous_system	meningioma	NS		Academic Lab / Achilles	RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_B12_767954	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_D06_780350		
FADU_UPPER_AERODIGESTIVE_TRACT	FaDu		M	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma		ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_C06_383656	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F12_335330	yes	yes
